看过,2017-12-12 13:26:44,4.0,0,可以的，除了全程有点紧促外..
看过,2017-12-04 00:35:27,5.0,2,坚决执行党中央打满分的任务。
看过,2017-07-02 13:54:11,4.0,1,七天伤亡五万人，湘江之战是很悲壮很感人的故事，这部戏文戏可以，但武戏欠火候。
看过,2018-03-18 19:36:58,3.0,0,20180318，看完妖猫后使劲想前一个看的啥，就是没想起来。妈呀哈哈，碰巧又翻到了，可喜可贺。终于明白啥叫实践才是硬道理了，纸上谈兵终是假啊。尤其是“我要和李德同志离婚！”，妈呀，立场就是正！当时为啥结的？
看过,2018-01-29 21:10:33,3.0,0,"两边都是活靶子对打么
另外很重要的一点！组织的命令哪怕是错的也要服从！！！"
看过,2017-06-29 08:51:43,5.0,1,看过之后真的特别佩服老一辈的革命家，正是有了他们才有了现在的一切
看过,2017-07-05 16:22:03,4.0,1,有看到好多说什么被逼去看的我只从他们的话里看到了炫耀.傲慢，比竟一般人谁会逼？想我这种普通人上映5天了才知道，找来找去找到一家寒酸的连装修都只装修放映厅8排厅影院里看的。顶着中午的大太阳转了2次车去看了我感觉是  值得，精彩有感动有，激动生气伤心感动和笑影片都有带给我
看过,2017-12-24 14:39:03,3.0,0,那会的国人真是勇敢，退无可退的情况下逼人奋勇。
看过,2017-06-28 23:57:28,4.0,1,历史要铭记！不能忘记先辈们用鲜血给我们带来和平稳定的生活的事迹！
看过,2017-07-04 22:04:40,3.0,0,没有气势恢宏，也没有内涵深刻，一般
看过,2017-06-29 09:14:10,4.0,1,很好看的战争题材剧，演员的演技到位，比那些打着抗日题材的雷人剧好看多了
看过,2017-07-09 08:07:12,2.0,1,场面宏大，人物性格鲜明，凸显主旋律
看过,2018-01-08 14:49:43,5.0,1,敦刻尔克就五星    血战钢锯岭就五星     拯救大兵瑞恩就五星？      血战湘江就是垃圾？   战狼就是垃圾？  
看过,2017-06-28 21:10:16,4.0,2,标准的红色电影，虽然主旋律性强了一些，但是体验还可以，张一山点赞，演什么像什么。
看过,2017-06-28 23:05:05,3.0,1,感觉还可以，我个人还挺喜欢看这种战争片的，就是有些地方有点太假了。
看过,2017-12-28 15:37:40,5.0,1,好看的战争片，打五星，鼓励、鼓励国货!
看过,2018-02-23 19:20:55,2.0,0,突突突，突突突
看过,2017-06-29 13:54:30,5.0,2,老妹说，颜值不够演技来凑，😂不过我倒是喜欢看演技在线的，挺不错的。
看过,2017-12-23 14:22:29,4.0,0,那些评论一零的是傻逼吗？
看过,2018-01-10 19:18:02,1.0,0,"
201801100夜看。"
看过,2017-06-29 09:46:54,4.0,1,战场就是人间炼狱，太残酷了……一根弦从开头绷到最后，主旋律拍成这样挺不容易的，真没想到是个女导演，大段的方言好评
看过,2017-08-24 16:48:40,2.0,0,不好看啊
看过,2017-12-21 18:26:42,4.0,0,真实 完整 感动 莫名其妙的低分
看过,2018-03-27 21:51:41,2.0,0,就算是主旋律电影也应该认真的讲故事呀…为什么此片中红军都用上德制轻型冲锋枪了？为了视觉场面而不尊重战争的实际残酷，我们不缺少好故事为什么就是讲不好嘞…
看过,2017-06-29 08:20:49,4.0,2,看了觉得挺震撼的，反映了当时的历史，有一种坚强的精神感染着我
看过,2017-06-28 21:08:03,5.0,1,在影片中还原这段英勇悲壮的真实故事，是对我们最好的传统教育，值得观看
看过,2017-12-16 17:43:22,4.0,1,勿忘历史
看过,2017-07-19 23:41:48,0,0,针对意识形态评价不太好吧，打分尽量是要看过的。
看过,2017-12-18 23:47:37,1.0,0,对于这种渲染内战的片子，一律一星
看过,2018-03-31 09:22:34,4.0,0,艰险之路
看过,2017-12-23 15:45:46,3.0,0,"老毛神话的太严重。
湘江的水真的红了。"
看过,2017-06-28 22:33:21,4.0,2,不忘革命先烈的初衷，拍的还行阿～还可以。
看过,2017-06-28 23:54:57,4.0,5,比较标准的主旋律电影，走的也是励志热血路线，保剑锋演军人也还是那么帅！
看过,2018-03-18 19:52:47,5.0,0,"中国革命要走什么。
  这电影给一分的都特么汉奸"
看过,2017-06-29 12:47:52,5.0,1,很不错的抗战片 而且有有张一山哎！！！酷死了 
看过,2018-02-15 15:56:09,0,0,我爸看得挺激动的。红军路过村里，老乡送红军那儿还是有些感动
看过,2017-12-11 18:41:59,3.0,0,我不明白那些喷子，说这是烂片毫无意义，你有本事能说个一二三出来？因为头脑里都是屎所以就开骂打差评，可怜。
看过,2017-06-29 08:46:14,5.0,1,冲着张一山去看的，还行吧，挺有那个时代的感觉。
看过,2017-06-29 08:48:54,4.0,2,还不错，不要忘记先辈们的贡献，值得一看！
看过,2017-12-14 14:05:12,0,0,艺术手法展现湘江战役，演员还算认真
